,bioguide_id,AgFood,DefenseGlobal,EnergyTransport,Finance,Health,LaborEmployment
47,B001267,0.14465,-0.14876923076923076,0.16496969696969693,0.024692307692307704,0.0720909090909091,0.1667857142857143
48,B001269,-0.019970588235294136,0.07129670329670332,0.021564102564102565,-0.09779136690647484,-0.03760256410256409,-0.003666666666666667
49,B001270,-0.12148148148148147,0.06617894736842105,0.021538961038961024,-0.006849206349206356,0.01562121212121213,0.04845454545454546
50,B001271,-0.02047826086956522,0.12625757575757574,0.04108910891089109,-0.08663414634146344,0.0711372549019608,-0.016454545454545458
51,B001273,0.018170731707317082,0.043615384615384604,0.06509302325581393,-0.10817322834645669,-0.002552238805970145,0.007999999999999998
52,B001274,-0.02287499999999999,0.03651960784313725,0.039962962962962964,-0.11346212121212118,-0.07089393939393941,0.04557894736842106
53,B001275,0.02308333333333333,0.03714529914529914,0.028877049180327873,-0.09035526315789476,-0.06120689655172414,0.0215
54,B001277,0.11455555555555552,-0.11572222222222221,0.1914745762711864,0.20825000000000005,0.0765,0.15119999999999997
55,B001278,-0.13651724137931034,0.055339449541284405,0.02573214285714283,-0.0029076923076923147,0.025515151515151543,0.04845454545454546
56,B001279,-0.11853846153846154,0.2150416666666667,-0.003242857142857148,-0.125953488372093,-0.06912000000000001,-0.011500000000000002
57,B001280,0.029185185185185182,0.0818888888888889,0.004372093023255821,-0.19184375000000004,-0.04913636363636364,-0.0502
58,B001281,-0.011344827586206897,0.060831775700934586,0.024662576687116557,-0.042168918918918906,0.06186363636363638,0.04845454545454546
59,B001282,-0.02056756756756757,0.03470085470085468,0.061065217391304334,-0.09883333333333334,-0.045337078651685396,0.0215
60,B001283,0.02657142857142857,0.05379166666666666,-0.00792999999999999,-0.1226530612244898,-0.07930357142857143,0.018125
61,B001284,-0.010243243243243267,0.04431092436974791,0.033426356589147284,-0.08955921052631582,-0.04560465116279069,0.0215
62,B001285,-0.138,0.05548148148148149,0.015829411764705877,-0.047769736842105254,-0.00882051282051281,0.04845454545454546
63,B001286,-0.08145833333333331,0.05915454545454546,0.014279329608938551,-0.05766037735849054,-0.025879518072289154,0.0656
64,B001287,-0.0952962962962963,0.051140350877192986,0.011126436781609192,-0.066,-0.039873563218390806,0.02758333333333333
65,B001288,0.055250000000000014,-0.04861538461538462,0.21285714285714283,0.20825000000000005,0.0765,0.15119999999999997
66,B001289,-0.054888888888888904,0.014181818181818172,0.046989795918367334,-0.07788805970149254,-0.0673972602739726,0.0425625
67,B001290,-0.0015999999999999923,-0.07018666666666667,0.08121505376344085,-0.10106306306306306,-0.10060714285714285,0.014230769230769233
68,B001291,0.0007692307692307614,-0.05051219512195122,0.1028387096774193,-0.07560344827586209,-0.0827258064516129,0.004428571428571429
69,B001292,-0.070875,0.004904761904761899,0.035787234042553163,-0.03039047619047618,-0.016388888888888897,0.1204
70,B001293,-0.04966666666666667,0.004012345679012342,0.0350886075949367,-0.07031304347826087,-0.04841818181818184,0.014230769230769233
71,B001294,-0.00716666666666667,0.011279999999999998,0.10588636363636357,-0.08833913043478261,-0.04742622950819672,0.0035714285714285726
72,B001295,-0.04966666666666667,-0.013559139784946238,0.03918518518518519,-0.06561666666666667,-0.05558730158730159,0.0454
73,B001296,-0.043250000000000004,-0.002800000000000003,0.03604166666666666,-0.03697142857142856,-0.0030851063829787167,0.1204
74,B001297,-0.06157142857142857,-0.06274712643678161,0.08475824175824173,-0.095196261682243,-0.079375,0.04864285714285715
75,B001298,0.02374999999999999,-0.07062264150943395,0.009399999999999997,-0.09040277777777778,-0.21571428571428575,0.06788888888888889
76,B001299,0.07768749999999996,-0.07235185185185185,0.036499999999999984,-0.11688405797101449,-0.2004545454545455,0.06788888888888889
77,B001300,-0.06100000000000001,-0.0741,0.0006756756756756763,8.771929824561022e-05,-0.15485714285714283,0.1505
78,B001301,-0.020454545454545458,-0.07235185185185185,0.0048999999999999955,-0.09040277777777778,-0.21038235294117644,0.06788888888888889
79,B001302,0.026230769230769203,-0.04142105263157894,0.04999999999999999,-0.12210344827586207,-0.15005263157894738,-0.0009999999999999992
80,B001303,-0.04880000000000001,-0.06675510204081632,-0.01036111111111111,-0.04702985074626864,-0.16684374999999999,0.1505
81,B001304,0.16,-0.0614423076923077,-0.01581578947368421,-0.021516129032258066,-0.1611515151515151,0.1505
82,B001305,0.029142857142857127,-0.07915686274509803,0.027266666666666654,-0.11332352941176471,-0.23108571428571426,0.06788888888888889
83,B001306,0.39899999999999997,-0.06547368421052632,-0.06280000000000005,0.07369999999999999,-0.041400000000000006,0.248
84,B001307,0.0,0.038375000000000006,0.3835,0.0885,0.8809999999999999,0.248
85,B001308,0.0,0.002818181818181821,0.3835,0.08499999999999999,0.5725,0.43
86,B001309,0.0,0.008142857142857143,0.3835,0.0885,0.8809999999999999,-0.12300000000000001
87,B001310,0.0,-0.366,0.0,0.0,0.0,0.0
88,C000059,0.010085714285714283,0.04394166666666667,0.022453846153846158,-0.0875935483870968,-0.04309302325581396,0.0215
89,C000071,0.06915789473684213,0.23532,0.0261304347826087,-0.19184375000000004,-0.018260869565217386,-0.0502
90,C000127,0.1797894736842105,-0.11017142857142859,0.18090322580645157,0.28571428571428575,0.0765,0.15119999999999997
91,C000141,0.16705555555555554,-0.1116388888888889,0.19562711864406776,0.20825000000000005,0.0765,0.15119999999999997
92,C000174,0.1922,-0.13817142857142856,0.15796491228070172,0.013083333333333336,0.08268965517241379,0.15119999999999997
93,C000266,0.025288888888888892,0.032452991452991437,0.0639782608695652,-0.10112582781456955,-0.039738636363636365,0.0215
94,C000286,0.49475,0.0,0.12844444444444447,0.27375,0.24,0.22833333333333336
95,C000537,-0.028125,0.051980952380952364,0.030286624203821628,-0.016277372262773714,0.03889393939393941,0.04845454545454546
96,C000542,0.2976666666666666,0.05892857142857144,0.14102597402597405,0.1764285714285714,0.033249999999999974,0.1938333333333333
97,C000556,0.0389,0.1936842105263158,0.030026315789473686,-0.1975862068965518,-0.050095238095238095,-0.0502
98,C000560,0.38125000000000003,0.0,-0.055285714285714285,0.08220000000000001,0.0,0.04200000000000001
99,C000567,0.28863636363636364,0.010727272727272736,0.12986486486486487,0.01752631578947367,0.0642142857142857,0.09650000000000002
100,C000714,-0.16995454545454544,0.12412307692307695,0.031744827586206885,0.001494252873563218,0.09202564102564104,0.013624999999999996
101,C000754,-0.003428571428571436,0.054063063063063056,0.020335329341317366,-0.06192356687898088,-0.027871794871794864,0.068
102,C000880,0.1323333333333333,-0.13937837837837838,0.0838153846153846,-0.0074000000000000125,0.05303225806451612,0.1320555555555555
103,C000984,-0.06632142857142857,0.08098924731182797,0.02862499999999997,0.011490740740740734,0.07132258064516132,0.04845454545454546
104,C001035,0.18164285714285708,-0.11812195121951222,0.13746153846153847,0.011095238095238076,0.03947058823529409,0.0960454545454545
105,C001036,-0.20786956521739133,0.14460714285714285,0.03427199999999998,-0.015935897435897444,0.1634615384615385,-0.009857142857142858
106,C001037,-0.04366666666666668,0.05143956043956044,0.0240128205128205,-0.012245614035087726,-0.030555555555555544,-0.036333333333333336
107,C001038,-0.11166666666666664,0.05560215053763443,0.03480536912751676,-0.030547619047619042,0.013983333333333351,0.013624999999999996
108,C001045,-0.10014285714285713,0.13909090909090913,0.026968421052631582,-0.09485185185185188,0.06976923076923078,-0.016454545454545458
109,C001046,0.030749999999999972,0.2383913043478261,0.02037142857142858,-0.15761904761904763,-0.009714285714285707,-0.0502
110,C001047,-0.03818518518518522,0.005508771929824547,0.07676991150442479,-0.15332558139534883,0.004060000000000003,0.054937500000000014
111,C001048,0.029804878048780497,0.04019587628865978,0.04941860465116279,-0.09462937062937066,-0.064825,-0.003666666666666667
112,C001049,-0.016750000000000008,0.06511538461538462,0.02239506172839505,-0.020659420289855072,0.006714285714285732,0.04845454545454546
113,C001051,0.007709677419354826,0.04596521739130435,0.05998373983739836,-0.08464137931034485,-0.04936708860759495,-0.006500000000000001
114,C001053,-0.048064516129032266,0.04396638655462185,0.028415254237288134,-0.09234,-0.05068181818181817,0.0215
115,C001055,0.0,0.026000000000000002,0.3835,0.08499999999999999,0.5725,0.43
116,C001056,0.03564285714285712,-0.12305263157894737,0.09821126760563378,0.02252380952380951,0.05853125,0.13999999999999993
117,C001059,-0.14604347826086955,0.0295943396226415,0.02181690140845071,-0.05877027027027027,-0.013133333333333323,0.08055555555555555
118,C001061,-0.07285,0.05108490566037735,0.025432098765432072,-0.008253731343283584,-0.004437499999999995,0.04845454545454546
119,C001062,-0.03844827586206896,0.027017391304347816,0.07147794117647056,-0.11222448979591837,-0.06476470588235295,0.0215
120,C001063,-0.0874,0.04562280701754386,0.02244186046511628,-0.07344270833333333,-0.03339285714285714,0.042777777777777776
121,C001064,0.14555555555555555,0.19091666666666665,-0.10059090909090909,-0.12607692307692306,0.07464285714285719,-0.06275
122,C001066,-0.10833333333333332,0.0555462962962963,0.02804374999999998,-0.020321428571428577,0.036787878787878814,0.10985714285714285
123,C001067,-0.0725862068965517,0.07067619047619048,0.03021935483870965,-0.0067580645161290425,0.02724615384615386,0.04845454545454546
124,C001068,-0.060892857142857144,0.06357943925233644,0.026646341463414613,-0.004721804511278199,0.00992957746478875,0.04845454545454546
125,C001069,-0.118125,0.05404504504504505,0.02132298136645962,-0.034140845070422525,-0.0003698630136986244,0.04845454545454546
126,C001070,0.13984999999999997,-0.12943243243243244,0.16434375,0.27171428571428574,0.08090322580645161,0.1986153846153846
127,C001071,0.12286666666666667,-0.056535714285714286,0.09341791044776118,-0.03599999999999999,0.08165384615384616,0.13917647058823523
128,C001072,-0.0844642857142857,0.06199999999999999,0.037243902439024375,-0.018007194244604317,0.015788732394366203,0.04845454545454546
129,C001075,-0.04029032258064516,-0.013166666666666691,0.06860550458715593,-0.17888372093023255,0.018905660377358482,0.054937500000000014
130,C001076,-0.037303030303030296,0.09778124999999999,0.06591964285714287,-0.09657446808510639,0.02946774193548387,-0.0019375
131,C001077,-0.002358974358974355,0.03911926605504587,0.058343065693430674,-0.09620805369127518,-0.051151162790697674,-0.003666666666666667
132,C001078,-0.07527586206896551,0.05643243243243243,0.018295857988165676,-0.054869281045751596,-0.006592105263157889,0.04845454545454546
133,C001080,-0.12399999999999999,0.055394495412844025,0.028048484848484823,0.0011093749999999936,0.038985074626865686,0.04845454545454546
134,C001083,-0.12396000000000001,0.15117241379310345,0.008024793388429749,-0.047811764705882345,0.04572972972972976,-0.011500000000000002
135,C001084,-0.08693333333333332,0.03942452830188678,0.02260606060606059,-0.009166666666666677,0.01822857142857144,0.0533
136,C001087,-0.047931034482758636,0.026108108108108093,0.021536585365853667,-0.0950068493150685,-0.024085365853658537,-0.011055555555555556
137,C001088,0.2332222222222222,-0.13495,0.1719310344827586,-0.07575,0.0765,0.15119999999999997
138,C001090,-0.09783870967741932,0.048418181818181825,0.02756626506024094,-0.018100719424460426,0.014724637681159433,0.0969
139,C001091,-0.10253846153846152,0.05247169811320756,0.03973456790123455,-0.014410852713178301,0.026714285714285732,0.04845454545454546
140,C001092,-0.012454545454545468,0.03554867256637167,0.031912,-0.08955921052631582,-0.04508045977011493,0.022105263157894732
141,C001093,0.021540540540540543,0.01637272727272726,0.06344029850746269,-0.09566,-0.028658227848101264,0.0215
142,C001094,0.06589189189189189,0.04375652173913044,0.010854838709677425,-0.09134868421052633,-0.03865517241379311,0.030736842105263156
143,C001095,0.09210714285714292,-0.013931034482758642,0.048775510204081635,-0.17982222222222224,-0.005979166666666664,0.054937500000000014
144,C001096,-0.09049999999999998,0.01011965811965812,0.02656557377049181,-0.09494366197183098,-0.052616438356164384,0.00035294117647058853
145,C001097,-0.12496296296296296,0.04996296296296299,0.01862874251497005,-0.04184137931034481,0.03422727272727273,0.04845454545454546
146,C001098,-0.03824999999999999,-0.16953846153846155,0.036047619047619044,0.0215,0.05969999999999999,0.09418750000000001
147,C001099,0.341625,0.0,0.0,0.0,0.0,0.0
148,C001100,0.632,0.0,0.0,0.0,0.0,0.0
149,C001101,-0.0938,0.04428571428571427,0.04952941176470586,0.014607142857142858,0.009677966101694913,0.10033333333333333
150,C001102,-0.12533333333333332,0.023783783783783773,0.08674285714285715,-0.07379999999999999,0.13732258064516129,0.011199999999999998
151,C001103,-0.012624999999999994,-0.02550561797752809,0.06142352941176469,-0.07206956521739132,-0.041230769230769244,0.05566666666666667
152,C001105,-0.045125,-0.007746835443037973,0.02394805194805195,-0.06450862068965516,-0.08779999999999999,0.014230769230769233
153,C001106,-0.09346153846153846,-0.02246428571428572,0.024278481012658223,-0.07180357142857144,-0.0629344262295082,-0.0038333333333333323
154,C001107,-0.018090909090909102,-0.013357142857142856,0.03535294117647056,-0.06512844036697248,-0.05280357142857143,0.014230769230769233
155,C001108,0.04421428571428572,-0.057555555555555554,0.019645161290322576,-0.08925333333333334,-0.1945,0.06788888888888889
156,C001109,0.014384615384615381,-0.0667872340425532,0.053599999999999995,-0.10844117647058824,-0.23108571428571426,0.06788888888888889
157,C001110,-0.04880000000000001,-0.07216363636363635,0.003710526315789474,-0.0849,-0.1915897435897436,0.05099999999999999
158,C001111,-0.04880000000000001,-0.06884,0.003805555555555556,-0.034412698412698416,-0.16269444444444442,0.1505
159,C001112,-0.04880000000000001,-0.06619230769230769,0.0006756756756756763,-0.05892424242424243,-0.16797142857142852,0.1505
160,C001113,-0.06675,-0.25433333333333336,-0.4073333333333333,0.4,0.027909090909090915,0.0
161,C001114,0.044333333333333315,-0.07467567567567568,0.013062499999999998,-0.09204444444444446,-0.26377272727272727,0.248
162,C001115,0.24,-0.09047619047619049,-0.3603333333333334,0.10849999999999997,-0.011666666666666678,0.248
163,C001117,0.0,0.0018750000000000017,0.3835,0.08499999999999999,0.5725,0.43
164,C001118,0.0,0.008142857142857143,0.305,0.0,0.8809999999999999,0.248
165,C001119,0.0,0.026000000000000002,0.3835,0.08499999999999999,0.5725,0.43
166,C001120,0.0,0.05688888888888889,0.3835,0.0885,0.8809999999999999,0.248
167,C001121,0.0,0.02888888888888889,0.3835,0.08499999999999999,0.5725,0.43
168,C001122,0.0,0.002818181818181821,0.3835,0.08499999999999999,0.5725,0.43
169,C001123,0.0,0.026000000000000002,0.3835,0.08499999999999999,0.5725,0.43
170,C001124,0.0,0.001666666666666668,0.3835,0.08499999999999999,0.5725,0.43
171,D000096,-0.1260967741935484,0.07174725274725273,0.018296774193548384,-0.009486956521739129,0.07503389830508478,0.04845454545454546
172,D000191,-0.1383793103448276,0.05727358490566037,0.017631944444444436,-0.019179104477611942,-0.015044117647058803,0.04845454545454546
173,D000197,-0.1489230769230769,0.044065420560747644,0.019532467532467533,-0.01939097744360902,0.03850000000000002,0.04845454545454546
174,D000216,-0.12753571428571428,0.05346728971962617,0.022890322580645158,-0.0191969696969697,0.019000000000000006,0.04845454545454546
175,D000355,-0.15349999999999997,0.25578260869565217,-0.0038064516129032353,-0.08187096774193547,0.3641818181818182,0.111
176,D000399,-0.03580555555555556,0.07283809523809523,0.022687116564417176,0.0013129770992366403,0.04586153846153846,0.04845454545454546
177,D000482,-0.06614285714285714,0.05898113207547169,0.024852760736196286,-0.021477611940298503,0.03115714285714286,0.0969
178,D000533,0.07374358974358976,0.023078947368421057,0.05737142857142856,-0.10471942446043164,-0.076625,-0.003882352941176471
179,D000563,0.1795,-0.07528571428571429,0.17668333333333333,0.20825000000000005,0.08886666666666666,0.15119999999999997
180,D000598,-0.15128571428571427,0.05000892857142858,0.02426946107784429,-0.029225352112676052,0.032142857142857154,0.04845454545454546
181,D000600,-0.047214285714285716,0.02789655172413792,0.035135593220338976,-0.09462000000000001,-0.04265882352941176,0.03195238095238095
182,D000604,-0.12914285714285714,0.08324210526315792,0.04701550387596899,-0.10887500000000001,-0.0049692307692307544,-0.003666666666666667
183,D000607,0.16375,-0.059500000000000004,0.1753174603174603,0.024692307692307704,0.07275,0.14587499999999998
184,D000610,-0.07920833333333333,0.04717431192660552,0.028668749999999965,-0.004564516129032254,0.02377941176470591,0.0969
185,D000612,-0.0828148148148148,0.06582828282828285,0.02250847457627119,-0.10261805555555556,-0.05238749999999999,-0.003666666666666667
186,D000613,-0.13,0.06658974358974358,0.052549019607843125,-0.01807843137254902,0.1572727272727273,0.011666666666666667
187,D000614,-0.04052777777777779,0.038640776699029114,0.05389473684210526,-0.10686111111111114,-0.03387804878048781,0.0215
188,D000615,0.038833333333333345,0.00997142857142856,0.04166153846153845,-0.12100000000000001,-0.07854166666666668,0.04557894736842106
189,D000616,0.08907894736842108,0.022438775510204085,0.06484,-0.10877777777777779,-0.07417948717948718,-0.003882352941176471
190,D000617,-0.0938846153846154,0.03699999999999999,0.012092485549132951,-0.05154901960784311,-0.007324675324675318,0.04845454545454546
191,D000618,-0.06703030303030304,-0.009451612903225815,0.0649090909090909,-0.16713953488372094,0.02309433962264151,0.054937500000000014
192,D000619,-0.08393548387096773,0.0410344827586207,0.030140625,-0.08261333333333336,-0.05095348837209302,0.018736842105263156
193,D000620,-0.05606060606060606,0.05926470588235295,0.002521212121212126,-0.07424840764331207,-0.017652777777777774,-0.036333333333333336
194,D000621,0.013477272727272728,0.0528953488372093,0.05592125984251968,-0.10438297872340427,-0.047837837837837835,-0.003666666666666667
195,D000622,-0.05939130434782609,0.03874666666666668,0.02403361344537813,-0.054481481481481485,0.09558,-0.011500000000000002
196,D000623,-0.0938,0.006430232558139529,0.04265591397849461,0.03012631578947369,-0.009759999999999984,0.1204
197,D000624,-0.04422222222222223,0.0009156626506024031,0.03492307692307691,0.010770833333333332,-0.008924528301886784,0.1204
198,D000625,-0.08171428571428573,-0.0030875000000000026,0.03340298507462686,-0.0672843137254902,-0.12367857142857143,-0.01490909090909091
199,D000626,0.02071428571428572,-0.048549999999999996,0.002918918918918917,-0.09888749999999999,-0.15565714285714286,0.04253846153846154
200,D000627,-0.04880000000000001,-0.061714285714285715,-0.010657142857142856,-0.017666666666666667,-0.14752941176470585,0.1505
201,D000628,-0.020454545454545458,-0.08073076923076924,0.036499999999999984,-0.09301408450704225,-0.23108571428571426,0.06788888888888889
202,D000629,0.0,0.026000000000000002,0.3835,0.08499999999999999,0.5725,0.43
203,D000630,0.0,0.026000000000000002,0.3835,0.08499999999999999,0.5725,0.43
204,D000631,0.0,0.001666666666666668,0.3835,0.08499999999999999,0.5725,0.43
205,E000172,0.0,0.0,0.0,0.0,0.782,0.0
206,E000179,-0.13562499999999997,0.057759615384615395,0.024445161290322558,-0.023279999999999995,0.013328125000000012,0.04845454545454546
207,E000215,-0.12534615384615383,0.05589423076923077,0.024283950617283945,-0.02034814814814815,0.019676470588235313,0.04845454545454546
208,E000285,0.1416875,-0.15472222222222223,0.10652631578947373,-0.02884210526315791,0.028374999999999997,0.13856249999999995
209,E000288,-0.1444642857142857,0.11477108433734942,0.02655629139072846,-0.006462264150943395,0.11376470588235295,-0.025500000000000002
210,E000290,-0.11567999999999999,0.15625454545454548,0.036196721311475395,-0.004304347826086956,0.22491176470588237,-0.009857142857142858
211,E000291,-0.06240909090909092,0.15026785714285715,0.004062500000000005,-0.09703896103896106,0.09620408163265305,-0.016454545454545458
212,E000292,-0.12150000000000001,0.21075,-0.010430555555555573,-0.09669444444444443,0.006500000000000031,0.07339999999999999
213,E000293,-0.04607142857142858,0.05592079207920793,0.02007878787878786,-0.059553333333333305,-0.027289473684210523,-0.036333333333333336
214,E000294,-0.04966666666666667,-0.01190322580645162,0.060220930232558124,-0.06561666666666667,-0.041622950819672135,0.0454
215,E000295,-0.1418888888888889,-0.1235,0.128830985915493,-0.11092857142857142,0.04020689655172413,0.10272727272727276
216,E000296,0.12775,-0.046407407407407404,-0.008432432432432432,-0.006451612903225811,-0.12175757575757573,0.1505
217,E000297,-0.04880000000000001,-0.06990566037735849,-0.010484848484848486,0.029740740740740738,-0.13983870967741932,0.1505
218,E000298,0.05515384615384616,-0.08104166666666668,0.018035714285714287,-0.08453846153846153,-0.2052857142857143,0.11524999999999999
219,E000299,0.0,0.001666666666666668,0.3835,0.08499999999999999,0.5725,0.43
220,F000030,-0.17604761904761904,0.15992727272727272,0.036515624999999996,-0.017285714285714283,0.12227272727272728,-0.009857142857142858
221,F000043,-0.09147999999999999,0.14244897959183672,0.04353508771929824,-0.0465,0.16670000000000004,0.07339999999999999
222,F000062,0.19580952380952385,-0.09871428571428571,0.1674,0.20825000000000005,0.0765,0.15119999999999997
223,F000372,-0.02460526315789473,0.06314285714285715,0.012279661016949151,-0.0966,-0.054166666666666655,-0.003666666666666667
224,F000444,0.14309999999999995,-0.06858620689655172,0.08350819672131148,0.0036499999999999823,0.06503124999999998,0.10678947368421052
225,F000445,0.025250000000000012,0.10898333333333333,0.09095000000000003,-0.093974025974026,0.048125,-0.016454545454545458
226,F000448,0.04203846153846152,0.09016438356164382,0.04825641025641026,-0.09151428571428577,-0.0004067796610169589,-0.0041764705882352945
227,F000449,-0.0846,0.045103448275862074,0.05181159420289854,-0.09131333333333336,-0.072,0.0215
228,F000450,0.020681818181818183,0.02346491228070174,0.04815555555555555,-0.12238888888888891,-0.11586585365853658,0.0215
229,F000451,-0.12128000000000001,0.14343750000000002,0.050480769230769225,-0.08361038961038962,0.049139999999999996,-0.03799999999999999
230,F000454,-0.06407692307692309,0.054870370370370375,0.028695121951219493,-0.05573376623376621,-0.008972972972972955,0.05133333333333333
231,F000455,-0.01672413793103449,0.055639175257731946,0.033429487179487155,-0.021962406015037586,0.03670149253731345,0.04845454545454546
232,F000456,0.09304545454545456,0.07290909090909091,0.04283673469387756,-0.10546835443037976,0.041120000000000004,-0.016454545454545458
233,F000457,0.2506,0.04489473684210527,0.1939180327868852,0.1808571428571429,0.06796296296296295,0.15119999999999997
234,F000458,-0.04870588235294116,0.08308510638297872,0.049349397590361437,-0.12662500000000004,0.043,-0.029285714285714286
235,F000459,0.016090909090909097,0.032660869565217375,0.06534558823529409,-0.0904248366013072,-0.03745454545454548,0.0215
236,F000460,0.01960869565217389,0.04372413793103447,0.0717421875,-0.12476984126984125,0.007507462686567163,-0.003666666666666667
237,F000461,-0.005461538461538471,0.034207207207207185,0.061717557251908375,-0.09622602739726031,-0.04993827160493826,0.0215
238,F000462,-0.07583999999999999,0.04926666666666667,0.022708074534161477,-0.01730894308943089,0.01709375000000002,0.0969
